l	h	1319
s	f	1319
e	c	1319
s	f	1319
s	f	1319
h	l	1319
s	f	1319
s	f	1319
s	f	1318
i	i	1318
r	r	1318
e	c	1318
s	f	1318
s	f	1318
y	v	1318
s	f	1318
e	c	1318
s	f	1318
s	f	1318
s	l	1318
b	h	1318
e		1318
s	f	1317
w	i	1317
i	l	1316
e	c	1316
s	f	1316
e	c	1316
s	f	1316
l	u	1316
s	f	1315
s	f	1315
e	c	1315
i		1315
s	f	1315
i	l	1315
h	b	1315
s	l	1315
e		1315
w	i	1315
s	f	1314
s	f	1314
s	f	1314
s	f	1314
s	f	1314
s	f	1314
s	f	1314
y	v	1314
s	f	1313
h	b	1313
s	f	1313
s	f	1313
s	f	1313
b	h	1313
s	f	1312
l	h	1312
y	v	1312
s	f	1312
o		1312
p	p	1312
u	u	1312
l	l	1312
a	a	1312
t	t	1312
i	i	1312
o		1312
y	v	1312
v	i	1312
a	i	1312
b	b	1312
b	b	1312
e		1312
y	v	1311
s	f	1311
y	v	1311
e	c	1311
s	f	1311
h	h	1311
e		1311
e	c	1310
l	h	1310
s	f	1310
e	c	1310
s	f	1310
i	l	1310
i	u	1310
e	c	1309
e	c	1309
s	f	1309
e	c	1309
u		1309
n	u	1309
e	n	1309
c	f	1308
s	f	1308
s	f	1308
t	t	1308
r	r	1308
u	u	1308
c		1308
s	f	1308
s	l	1308
s	f	1307
s	f	1307
s	f	1307
l	h	1307
s	f	1307
s	f	1307
s	f	1307
s	f	1307
e	c	1307
b	h	1307
l	h	1307
f		1307
w	v	1307
e	c	1306
s	f	1306
o	o	1306
n	n	1306
a	a	1306
b	b	1306
l	l	1306
e	e	1306
n	n	1306
e	e	1306
s	f	1306
y	v	1306
e	c	1305
l	h	1305
s	f	1305
s	f	1305
s	f	1305
s	f	1305
s	f	1305
s	f	1305
s	f	1305
l	u	1305
s	f	1304
s	f	1304
s	f	1304
h	l	1304
s	f	1304
s	f	1304
s	f	1304
e	c	1304
e		1304
s	l	1304
e		1304
s	f	1304
t	t	1304
i	i	1304
n	n	1304
g	g	1304
u	u	1304
i	i	1304
s	f	1304
h	h	1304
e		1304
s	f	1303
s	f	1303
s	f	1303
e	c	1303
l	h	1303
e	c	1302
s	f	1302
s	f	1302
o		1302
e	c	1302
e	c	1302
e	c	1302
s	f	1302
s	f	1302
s	m	1302
b	h	1302
s	f	1301
e	e	1301
e	e	1301
s	f	1301
c	d	1301
s	m	1301
h	b	1301
l	u	1301
s	j	1300
h	l	1300
s	f	1300
h	l	1300
s	f	1300
s	l	1300
s	f	1300
h	b	1300
h	b	1300
e		1300
s	f	1299
s	f	1299
s	f	1299
s	f	1299
s	f	1299
s	f	1299
i	l	1299
s	l	1299
s	f	1298
a	a	1298
c		1298
s	f	1298
h	b	1298
e	c	1298
s	f	1298
e	c	1298
s	l	1298
s	f	1297
s	f	1297
s	f	1297
p	p	1297
e	e	1297
c	d	1297
s	f	1297
t	l	1297
b	h	1297
e		1297
e	c	1296
i		1296
s	f	1296
f		1296
e		1296
s	l	1296
s	f	1295
i		1295
c	f	1295
s	f	1295
b	h	1295
s	f	1294
e	c	1294
h	b	1294
b	h	1294
w	v	1294
s	f	1293
s	f	1293
e	c	1293
s	f	1293
e	c	1293
s	l	1293
w		1293
e	c	1292
l	h	1292
s	l	1292
s	f	1291
s	f	1291
w	v	1291
i	l	1291
s	f	1290
h	l	1290
e	c	1290
s	f	1290
s	f	1290
s	f	1290
s	f	1290
c		1290
s	f	1290
u	u	1290
f	f	1290
f	l	1290
e	c	1289
l	u	1289
i	l	1289
n	n	1289
t	t	1289
e	e	1289
r	r	1289
p	p	1289
r	r	1289
e	e	1289
t	t	1289
a	a	1289
t	t	1289
i	l	1289
s	f	1289
s	l	1289
b	h	1289
e	c	1288
h	l	1288
e	c	1288
e		1288
l	u	1288
s	f	1288
w	a	1288
s	f	1287
e	e	1287
s	f	1287
s	f	1287
s	f	1287
h	b	1287
s	f	1287
u	u	1287
s	f	1287
p	p	1287
e	e	1287
c	c	1287
t	l	1287
f		1287
s	l	1287
s	f	1286
s	l	1286
e	c	1286
e	c	1286
s	j	1286
s	l	1286
b	h	1286
e	x	1286
s	f	1285
s	m	1285
s	f	1285
s	f	1285
b	h	1285
s	f	1284
s	f	1284
h	l	1284
m	a	1284
a	n	1284
n	n	1284
n		1284
e		1284
l	u	1284
b	h	1284
s	l	1284
s	f	1283
s	f	1283
i		1283
e		1283
s	f	1283
t	t	1283
r	r	1283
e	e	1283
t	t	1283
c	c	1283
h	h	1283
e		1283
s	f	1282
s	f	1282
s	f	1282
s	f	1281
l	h	1281
e	c	1281
s	f	1281
c	d	1281
s	f	1281
h	l	1281
e	c	1281
w	v	1281
s	f	1280
e	c	1280
y	v	1280
e	c	1280
e	c	1280
e	c	1280
s	f	1280
s	l	1280
h	b	1279
s	f	1279
s	f	1279
t	l	1279
i		1279
e	c	1279
o	c	1279
s	f	1279
s	f	1278
s	f	1278
s	f	1278
t	t	1278
i	i	1278
n	n	1278
c	d	1278
s	f	1278
s	f	1278
s	f	1278
s	f	1277
e	c	1277
e	c	1277
y	j	1277
s	f	1277
c	f	1277
e	c	1277
s	f	1277
s	f	1277
s	f	1277
b	h	1277
s	f	1276
s	f	1276
s	f	1276
e	c	1276
s	m	1276
f		1276
h	b	1276
l	u	1276
s	f	1275
s	f	1275
s	f	1275
s	f	1275
e	c	1275
t	l	1275
s	f	1275
s	f	1275
s	f	1275
c	c	1275
r	r	1275
i	i	1275
b	b	1275
e		1275
l	h	1275
e	c	1274
e	c	1274
s	f	1274
t	l	1274
i	i	1274
s	f	1274
w	i	1274
b	h	1274
h	b	1273
e		1273
h	b	1273
e	c	1272
h	b	1272
s	f	1272
s	f	1272
s	l	1272
e	c	1272
b	h	1272
i	u	1272
s	f	1271
s	f	1271
s	f	1271
s	l	1271
s	f	1271
l	h	1271
r		1271
s	f	1270
e	c	1270
s	f	1270
e	c	1270
s	f	1270
s	f	1270
s	f	1270
l		1269
s	f	1269
s	f	1269
s	f	1269
y	v	1269
s	f	1269
t	l	1269
i	i	1269
n	n	1269
g	g	1269
u	u	1269
i	i	1269
s	f	1269
s	f	1269
b	h	1269
e	c	1268
s	f	1268
s	f	1268
s	f	1268
s	f	1268
t	t	1268
r	r	1268
u	u	1268
c	f	1268
e	c	1268
s	f	1268
s	f	1268
s	l	1268
e	c	1268
e	c	1268
h	b	1268
s	m	1267
s	f	1267
c	d	1267
s	f	1267
o	o	1267
n	n	1267
e		1267
s	f	1266
s	f	1266
s	f	1266
t	l	1266
s	f	1266
s	f	1266
i	i	1266
s	f	1266
t	l	1266
c	d	1266
t	l	1266
b	h	1266
i	l	1266
l	h	1266
s	f	1265
e	c	1265
i	l	1265
o	o	1265
n	n	1265
i	i	1265
c	e	1265
s	f	1265
s	f	1265
s	f	1265
s	l	1265
e	c	1264
e	c	1264
s	f	1264
s	f	1264
e	c	1264
w	v	1264
l	h	1264
e		1264
e	c	1263
e	c	1263
s	f	1263
s	f	1263
s	f	1263
h	l	1263
l	h	1263
u	i	1263
i		1262
y	v	1262
s	f	1262
y	v	1262
s	f	1261
e	c	1261
c	d	1261
t	l	1261
s	f	1261
e	e	1261
a	a	1261
s	f	1261
s	f	1261
u	u	1261
f	f	1261
f	f	1261
e	c	1261
s	f	1261
s	f	1261
w	v	1261
b	h	1261
b	h	1261
i	l	1261
s	f	1260
u	u	1260
p	p	1260
p	p	1260
r	r	1260
e	e	1260
s	f	1260
s	f	1260
l	h	1260
s	f	1260
s	f	1260
e	c	1260
s	l	1260
e		1260
e	c	1259
e	c	1259
s	f	1259
e	c	1259
i	u	1259
y	v	1258
s	f	1258
s	f	1258
a	a	1258
s	f	1258
s	l	1258
s	f	1257
s	f	1257
y	v	1257
c	d	1257
e	c	1257
b	h	1257
l	u	1257
s	f	1257
h	h	1257
e		1257
i	l	1257
c	d	1256
i	l	1256
c	f	1256
s	f	1256
s	f	1256
s	f	1256
s	f	1256
s	f	1256
e	e	1256
c	c	1256
u	u	1256
r	r	1256
e		1256
s	f	1255
s	f	1255
s	f	1255
t	l	1255
s	f	1255
l	h	1255
s	f	1254
e	c	1254
e	c	1254
s	f	1254
t	t	1254
a	a	1254
b	b	1254
l	l	1254
i	i	1254
s	f	1254
h	l	1254
e		1254
p	j	1254
b	h	1254
l		1253
e	c	1253
s	j	1253
s	f	1253
y	v	1253
s	l	1253
f		1253
s	f	1252
t	t	1252
i	i	1252
s	f	1252
s	f	1252
s	f	1252
l	u	1252
s	f	1252
s	f	1252
i	i	1252
d	d	1252
e	e	1252
r	r	1252
e	c	1252
s	f	1252
e		1252
o	c	1251
s	f	1251
e	c	1251
i		1251
s	f	1251
e	c	1251
e	c	1251
e	c	1251
s	f	1251
t	t	1251
e	e	1251
a	a	1251
d	d	1251
i	i	1251
n	n	1251
e	e	1251
s	f	1251
w	v	1251
s	f	1250
e	c	1250
s	f	1250
s	f	1250
l	h	1250
s	f	1250
s	f	1250
s	f	1249
e	c	1249
v	v	1249
e	c	1249
s	f	1249
t	t	1249
i	i	1249
n	n	1249
c	d	1249
e	c	1249
e	c	1249
s	f	1249
s	f	1249
l	h	1249
l	u	1249
s	f	1248
t	l	1248
e	c	1248
y	v	1248
s	f	1248
s	f	1248
e		1248
s	f	1247
i	l	1247
c	f	1247
e	c	1247
s	f	1247
b	h	1247
a		1247
m	a	1247
e	m	1247
c	d	1246
t	l	1246
s	f	1246
i	i	1246
d	d	1246
e	c	1246
h	l	1246
s	f	1246
s	f	1246
y	v	1246
w	v	1246
w	a	1246
b	h	1246
h	b	1245
e	c	1245
s	f	1245
s	f	1245
t	l	1245
e	c	1245
i		1245
r	m	1245
i	l	1245
s	f	1245
s	f	1245
s	f	1245
s	l	1245
i	l	1245
w	a	1245
e	c	1244
s	f	1244
h	l	1244
s	f	1244
m	m	1244
a	a	1244
l	l	1244
l	l	1244
n	n	1244
e	e	1244
s	f	1244
s	f	1244
s	f	1244
s	f	1244
c	c	1244
u	u	1244
s	f	1244
s	l	1244
c	d	1244
s	f	1244
l	u	1244
l	u	1244
e		1244
l	h	1243
s	f	1243
s	f	1243
s	f	1243
l	h	1243
e	c	1243
s	f	1243
f		1243
f		1243
s	l	1243
s	f	1242
s	f	1242
s	f	1242
s	f	1242
l	f	1242
l	l	1242
u	u	1242
r	r	1242
e		1242
e	h	1242
a	a	1242
m	m	1242
w	v	1242
a	a	1242
n	n	1242
s	f	1241
s	f	1241
s	f	1241
u	u	1241
p	p	1241
e	e	1241
r	r	1241
s	f	1241
e	c	1241
s	f	1241
y	v	1241
f		1241
l	u	1241
s	f	1240
s	f	1240
e	c	1240
s	f	1240
s	f	1240
y	v	1240
s	f	1240
y	v	1240
s	f	1240
h	l	1240
t		1240
s	f	1239
i	i	1239
n	n	1239
i	i	1239
s	f	1239
s	f	1239
s	f	1239
s	f	1239
l	h	1239
e	c	1239
w	v	1239
i		1239
n	i	1239
e	n	1239
c	f	1238
h	b	1238
s	f	1238
i	i	1238
n	n	1238
e	c	1238
s	f	1238
s	f	1238
s	f	1238
i		1238
e	c	1238
s	f	1238
s	f	1238
b	h	1238
c	e	1237
e	c	1237
h	b	1237
s	f	1236
s	f	1236
u	u	1236
s	f	1236
e	c	1236
y	v	1236
e	c	1236
s	f	1236
s	f	1236
s	l	1236
e	e	1236
s	f	1236
s	l	1236
s	f	1236
s	f	1235
e	c	1235
l	h	1235
s	f	1235
s	l	1235
e		1235
s	f	1235
s	l	1235
s	f	1235
l	h	1235
s	f	1234
o	c	1234
s	f	1234
e	c	1234
s	f	1234
s	f	1234
s	f	1234
l	h	1234
i	i	1234
n	u	1234
s	f	1233
e	c	1233
s	f	1233
s	f	1233
c	c	1233
o	o	1233
n	n	1233
s	f	1233
y	v	1233
s	f	1233
u	u	1233
m	m	1233
e		1233
l	h	1233
s	f	1232
s	f	1232
s	l	1232
s	f	1232
s	f	1232
e	c	1232
t	l	1232
l	h	1232
s	f	1232
s	l	1232
s	l	1232
s	f	1231
h	l	1231
h	l	1231
s	f	1231
y	v	1231
l	h	1231
h	b	1231
e	c	1230
s	f	1230
s	f	1230
s	f	1230
s	f	1230
s	f	1230
g	g	1230
r	r	1230
e	e	1230
s	f	1230
s	f	1230
s	f	1230
e	c	1230
h	b	1230
s	f	1229
s	f	1229
t	l	1229
r	m	1229
e	c	1229
s	f	1229
s	l	1229
s	f	1229
s	f	1229
e	c	1229
s	l	1229
l	u	1229
s	f	1229
s	s	1229
e		1229
s	l	1229
l	w	1229
s	f	1228
s	f	1228
s	l	1228
s	f	1227
i	l	1227
l	u	1227
s	f	1227
t	l	1227
s	f	1227
s	f	1227
s	l	1227
w	a	1227
s	l	1227
e		1227
s	m	1226
s	f	1226
l		1226
y	v	1226
h	b	1226
s	f	1226
s	f	1226
s	f	1226
s	l	1226
s	f	1226
s	f	1226
s	l	1226
s	f	1225
s	f	1225
s	f	1225
s	f	1225
c	f	1225
y	v	1225
s	f	1225
s	f	1225
t	t	1225
e	e	1225
r	r	1225
s	f	1225
e	c	1225
l	h	1225
s	f	1224
e	c	1224
s	f	1224
e	c	1224
c	d	1224
i	l	1224
s	f	1224
l	h	1224
o		1224
s	f	1224
p	p	1224
e	c	1224
l	h	1224
s	f	1223
e	c	1223
s	f	1223
i	l	1223
s	f	1223
e	c	1223
s	f	1223
w	v	1223
e		1223
s	f	1223
s	f	1222
p	p	1222
e	e	1222
c		1222
s	f	1222
u	u	1222
b	b	1222
s	f	1222
t	l	1222
y	v	1222
s	f	1222
s	f	1222
e	c	1222
i	l	1222
s	l	1222
e	c	1221
s	f	1221
s	f	1221
y	v	1221
s	l	1221
s	f	1220
t	l	1220
s	f	1220
s	f	1220
h	l	1220
e	c	1220
o		1220
c	f	1220
l	u	1220
i	l	1220
n		1220
d	i	1220
e	n	1220
p	d	1220
e		1220
n	p	1220
d	e	1220
e	n	1220
s	f	1219
s	f	1219
h	b	1219
s	f	1219
i	i	1219
s	f	1219
t	t	1219
l	l	1219
e	e	1219
s	f	1219
s	f	1219
e	c	1219
s	f	1219
e	c	1219
w	v	1219
p	j	1219
t	l	1218
s	f	1218
s	f	1218
s	f	1218
l	h	1218
i	u	1218
s	f	1217
s	f	1217
l	h	1217
h	l	1217
e	c	1217
s	l	1217
s	f	1216
e	c	1216
e	c	1216
e	c	1216
b	h	1216
l	u	1216
e		1216
s	f	1215
s	f	1215
s	f	1215
s	f	1215
s	f	1215
c	d	1215
s	f	1215
h	b	1215
s	f	1215
t	t	1215
i	i	1215
n	n	1215
c	d	1215
s	f	1215
s	l	1215
f		1215
w	v	1215
s	f	1214
s	f	1214
e	c	1214
c	d	1214
t	l	1214
c		1214
s	f	1214
b	h	1214
s	f	1213
c	d	1213
s	f	1213
s	f	1213
s	f	1213
e	c	1213
e	c	1213
e	c	1213
s	f	1213
l	h	1213
s	f	1213
e		1213
h	l	1212
c		1212
s	f	1212
s	f	1212
l	u	1212
e	c	1211
s	f	1211
s	f	1211
s	f	1211
u	u	1211
s	f	1211
l		1211
s	f	1211
s	f	1211
s	f	1211
s	f	1211
s	l	1211
e	c	1211
l		1211
s	f	1211
e		1211
f		1211
e		1211
s	f	1210
c	f	1210
y	v	1210
s	f	1210
s	f	1210
p	p	1210
e	e	1210
c	f	1210
l	u	1210
s	l	1210
e		1209
s	f	1209
o		1209
e	c	1209
e	c	1209
y	v	1209
y	v	1209
s	f	1209
s	f	1209
b	h	1209
w	i	1209
b	h	1209
e		1209
i	l	1208
l	h	1208
s	f	1208
e		1208
e	r	1208
s	f	1208
h	b	1207
s	f	1207
e	c	1207
s	f	1207
s	l	1207
l		1207
s	f	1207
e	c	1207
s	j	1207
s	j	1207
s	l	1207
s	f	1206
e	c	1206
e	c	1206
l	h	1206
s	f	1206
s	f	1206
t	l	1206
l	h	1206
b	h	1206
s	f	1206
s	f	1205
i	i	1205
s	f	1205
h	l	1205
y	v	1205
s	f	1205
s	f	1205
s	f	1205
s	l	1205
s	f	1205
e	c	1204
c	f	1204
s	f	1204
l	h	1204
l	u	1204
s	l	1204
i		1203
e	c	1203
w	v	1203
l	u	1203
i	l	1202
n	n	1202
c	c	1202
l	l	1202
u	u	1202
d	d	1202
i	l	1202
s	f	1202
e	c	1202
o		1202
e	c	1202
c	d	1202
e	c	1202
s	f	1202
s	f	1202
t	l	1202
e		1202
a		1202
l	h	1202
a	a	1202
e	c	1201
s	f	1201
u	u	1201
n	n	1201
s	f	1201
s	f	1201
e		1201
e	c	1201
e	c	1201
s	f	1201
s	f	1201
t	t	1201
a	a	1201
b	b	1201
l	l	1201
i	i	1201
s	m	1201
l	u	1201
b	h	1201
s	f	1200
s	f	1200
i	i	1200
n	n	1200
e	e	1200
s	f	1200
s	f	1200
s	f	1199
s	f	1199
c	d	1199
t	l	1199
s	f	1199
e	c	1199
l	h	1199
s	f	1199
i	l	1199
y	v	1198
s	f	1198
s	f	1198
s	f	1198
c	d	1198
e	c	1198
l		1198
b	h	1198
l	u	1198
s	f	1197
s	f	1197
s	f	1197
i	l	1197
c		1197
l	u	1197
u		1197
n	u	1197
e	n	1197
e	c	1196
e	c	1196
s	f	1196
s	f	1196
s	f	1196
e	c	1196
e		1196
s	f	1195
s	f	1195
s	f	1195
l		1195
l	h	1195
l	i	1195
v		1195
e	e	1195
r	r	1195
s	s	1195
h	h	1195
a	a	1195
d	d	1195
o	o	1195
w	w	1195
e		1195
s	f	1194
s	l	1194
v	y	1194
s	f	1194
s	f	1194
s	f	1194
e	e	1194
l	l	1194
e	e	1194
c	f	1194
e	c	1194
s	f	1194
g	g	1194
u	u	1194
i	i	1194
s	s	1194
e		1194
c	d	1193
y	v	1193
s	f	1193
y	v	1192
e	c	1192
e	c	1192
y	v	1192
s	f	1192
e	c	1192
l	u	1192
s	l	1192
s	f	1191
s	f	1191
e	c	1191
y	v	1191
f		1191
l	u	1191
s	l	1191
d	m	1191
e	e	1191
t	t	1191
e		1191
i	l	1190
t	l	1190
c	d	1190
s	f	1190
s	f	1190
s	f	1190
e	c	1189
s	f	1189
p	p	1189
o	o	1189
s	f	1189
s	f	1189
s	f	1189
e	c	1189
s	f	1189
l		1189
i	l	1189
s	f	1188
e	c	1188
s	f	1188
s	f	1188
s	f	1188
y	v	1188
s	f	1188
p	i	1188
l	u	1188
l	u	1188
s	f	1187
c		1187
w	v	1187
e	c	1186
s	f	1186
s	f	1186
s	f	1186
l	u	1186
s	l	1186
e	c	1185
s	f	1185
s	f	1185
i		1185
i	l	1185
s	l	1185
y	v	1184
s	f	1184
s	f	1184
e	c	1184
w	i	1184
s	f	1184
s	f	1184
u	u	1184
r	r	1184
e		1184
e	c	1183
s	f	1183
s	f	1183
s	f	1183
s	f	1183
l		1183
l		1183
s	l	1183
l	u	1183
e		1183
s	f	1182
s	f	1182
s	f	1182
h	b	1182
l	u	1182
s	l	1182
l	h	1181
e	c	1181
w	v	1181
l	h	1180
l		1180
s	f	1180
t	t	1180
i	i	1180
n	n	1180
c	f	1180
c	e	1180
s	f	1180
t	l	1180
s	f	1180
s		1180
s	f	1180
t	l	1180
r	r	1180
e	e	1180
s	f	1180
s	f	1180
s	l	1180
e		1180
w	v	1180
s	f	1179
u	u	1179
n	n	1179
s	f	1179
s	f	1179
s	f	1179
s	f	1179
l	u	1179
b	h	1179
e	c	1178
s	f	1178
s	f	1178
u	u	1178
b	b	1178
j	j	1178
e	e	1178
c		1178
e	c	1178
i		1178
l	h	1178
l	u	1178
e	c	1177
l	h	1177
l		1177
s	f	1177
s	f	1177
s	f	1177
y	v	1177
s	f	1176
s	f	1176
s	f	1176
s	f	1176
s	f	1176
s	f	1176
s	f	1176
s	f	1176
i	l	1176
d	d	1176
e		1176
c	c	1176
e	e	1176
i	i	1176
t	l	1176
i	l	1176
s	f	1175
s	f	1175
s	f	1175
s	f	1175
s	f	1175
e	t	1175
e		1175
e	c	1174
s	f	1174
s	f	1174
s	f	1174
i	f	1174
s	i	1174
i	l	1174
i	l	1173
s	f	1173
l	u	1173
e	c	1172
e	c	1172
a	a	1172
s	f	1172
s	f	1172
c	d	1172
l	u	1172
s	f	1172
y	v	1171
s	f	1171
s	f	1171
s	f	1171
s	f	1171
s	f	1171
i	i	1171
s	f	1171
e	c	1171
s	f	1171
s	f	1171
e	c	1171
l	u	1171
l	h	1171
e		1171
l	u	1171
b	h	1171
y	v	1170
s	f	1170
s	f	1170
s	f	1170
u	u	1170
r	r	1170
e	c	1170
s	l	1170
e		1170
s	o	1170
l	h	1170
b	h	1170
o	c	1169
s	f	1169
e	c	1169
y	v	1169
s	f	1169
e	c	1169
s	f	1169
u	u	1169
s	f	1169
e	c	1169
s	l	1169
s	l	1169
l	h	1169
b	h	1169
p	j	1169
s	f	1168
s	f	1168
y	v	1168
c	d	1168
s	f	1168
e	c	1168
s	l	1168
s	l	1168
s	f	1167
t	l	1167
s	f	1167
e	c	1167
e	c	1167
i		1167
e	c	1167
s	f	1167
u	u	1167
b	b	1167
s	f	1167
b	h	1167
i	l	1167
b	h	1167
e	c	1166
e	c	1166
s	f	1166
e	c	1166
s	f	1165
s		1165
s	l	1165
s	f	1164
i		1164
e	c	1164
s	f	1163
s	j	1163
s	f	1163
s	f	1163
h	h	1163
e		1163
s	f	1162
e	c	1162
s	f	1162
s	f	1162
b	h	1162
b	h	1162
b	h	1162
y	v	1161
y	v	1161
s	f	1161
e	c	1161
s	f	1161
s	f	1161
i	l	1161
y	v	1161
e	c	1161
y	v	1161
s	l	1161
l	h	1161
c	e	1160
e	c	1160
s	f	1160
s	f	1160
p	p	1160
e	e	1160
c	f	1160
s	f	1160
t	l	1160
s	f	1160
w	v	1160
b	h	1160
s	f	1159
e	c	1159
a	a	1159
s	f	1159
e	c	1159
o		1159
h	b	1159
s	f	1159
e	c	1159
s	f	1159
y	v	1159
s	f	1159
l	h	1159
f		1159
e	c	1158
y	v	1158
f		1158
s	f	1158
w		1158
i	l	1158
s	l	1158
s	f	1157
s	f	1157
y	v	1157
i	l	1157
s	f	1157
s	s	1157
e		1157
i	u	1157
e		1157
e	c	1156
e	c	1156
s	f	1156
t	l	1156
s	f	1156
s	f	1156
s	f	1156
s	f	1156
s	f	1156
u	u	1156
b	b	1156
d	d	1156
u	u	1156
e		1156
s	f	1155
l	h	1155
s	f	1155
s	f	1155
h	l	1155
s	f	1155
s	f	1155
s	f	1155
b	h	1155
a	a	1155
b	h	1155
s	j	1154
s	f	1154
s	f	1154
y	v	1154
i		1154
s	f	1154
a	a	1154
t	t	1154
i	i	1154
s	s	1154
f	f	1154
a	a	1154
c	f	1154
s	l	1154
s	f	1154
h	h	1154
e		1154
y	v	1153
e	c	1153
s	f	1153
s	f	1153
h	l	1153
e	c	1153
s	j	1153
c	f	1153
e	c	1153
s	f	1153
e		1153
e	i	1153
n	n	1153
e		1153
e	i	1153
n	n	1153
e	e	1153
s	f	1152
s	f	1152
s	f	1152
e	c	1152
s	f	1152
s	f	1152
c	d	1152
b	h	1152
h	b	1152
s	f	1151
h	h	1151
o	o	1151
n	n	1151
e	e	1151
s	f	1151
s	f	1151
p	p	1151
e	e	1151
c	c	1151
t	l	1151
e	c	1151
s	f	1151
s	l	1151
i	i	1151
g	g	1151
n	n	1151
e		1151
y	v	1150
e	c	1150
s	f	1150
s	f	1150
w	v	1150
s	f	1149
c	c	1149
u	u	1149
s	f	1149
s	f	1149
e	c	1149
s	f	1149
e	c	1149
s	f	1149
s	m	1149
s	l	1149
w	i	1149
w	a	1149
s	f	1148
t	l	1148
s	f	1148
i	i	1148
a	a	1148
s	f	1148
e	c	1148
s	j	1148
e	c	1148
s	f	1148
s	f	1148
l		1148
s	f	1148
s	f	1148
l	u	1148
h	l	1147
e	c	1147
r	r	1147
w	w	1147
i	i	1147
s	f	1147
s	f	1147
s	f	1147
s	f	1147
s	f	1147
u	u	1147
n	n	1147
d	d	1147
e	e	1147
r	r	1147
s	f	1147
s	f	1147
h	h	1147
e		1147
w	v	1147
b	h	1147
e	c	1146
s	f	1146
s	f	1146
s	f	1146
e	c	1146
e	c	1146
s	l	1146
l	h	1146
e		1146
e		1146
s	f	1145
e	c	1145
s	f	1145
s	f	1145
s	f	1145
e	c	1145
s	f	1145
i	l	1145
b	h	1145
e	c	1144
s	f	1144
e	c	1144
s	f	1144
s	f	1144
s	f	1144
t	t	1144
e	e	1144
r	r	1144
s	f	1144
s	f	1144
e	c	1144
y	v	1143
s	f	1143
s	l	1143
s	f	1143
l	h	1143
b	h	1143
b	h	1143
s	f	1143
s	f	1143
i	u	1143
s	f	1142
e	e	1142
s	f	1142
s	l	1142
c	f	1141
s	l	1141
s	f	1140
s	f	1140
e	e	1140
s	f	1140
s	f	1140
s	l	1140
s	f	1140
s	f	1139
e	c	1139
s	f	1139
i	i	1139
a	a	1139
s	f	1139
e	c	1139
s	f	1139
e	c	1139
b	h	1139
b	h	1139
f		1139
l	h	1139
e	c	1138
h	b	1138
s	f	1138
s	f	1138
t	l	1138
y	v	1138
s	f	1138
s	f	1138
s	f	1138
s	f	1138
t	l	1138
e	c	1138
v	i	1138
s	f	1137
u	u	1137
n	n	1137
d	d	1137
e	e	1137
r	r	1137
s	f	1137
s	f	1137
e	c	1137
h	l	1137
e	c	1137
s	f	1137
h	b	1137
e	c	1137
a		1137
i	l	1137
s	f	1137
e	c	1136
s	f	1136
s	f	1136
p	p	1136
e	e	1136
n	n	1136
s	f	1136
l	d	1136
l	u	1136
l	h	1136
s	l	1136
s	f	1135
s	f	1135
s	f	1135
s	f	1135
s	f	1135
s	f	1135
p	p	1135
e	e	1135
c	d	1135
s	f	1135
e	l	1135
i	l	1135
l	h	1134
s	f	1134
e	e	1134
r	r	1134
v	v	1134
i	i	1134
c	c	1134
e	c	1134
e	c	1134
s	f	1134
h	l	1134
b	h	1134
s	l	1134
i	l	1134
s	l	1134
s	l	1134
e	c	1133
s	f	1133
v	y	1133
e	c	1133
s	f	1133
p	p	1133
e	e	1133
r	r	1133
s	f	1133
y	v	1133
c	f	1133
h	b	1133
i	i	1133
r	r	1133
e	d	1133
s	l	1133
e	d	1133
b	h	1133
s	f	1132
e	e	1132
s	f	1132
s	l	1132
s	f	1132
d	d	1132
i	i	1132
c	c	1132
t	l	1132
s	f	1132
s	f	1132
s	l	1132
l	h	1132
b	h	1132
b	h	1132
w	v	1132
s	f	1131
t	l	1131
e	c	1131
c	c	1131
a	a	1131
u	u	1131
s	f	1131
e	c	1131
s	f	1131
i		1131
s	f	1131
h	l	1131
i	i	1131
m	i	1131
s	m	1131
e	s	1131
e	c	1131
s	f	1131
t	l	1131
s	f	1131
s	f	1131
e	c	1130
e	c	1130
r	r	1130
v	v	1130
e		1130
t	l	1129
s	f	1129
y	v	1129
e	c	1129
s	f	1129
s	f	1129
o	c	1129
s	f	1129
e	c	1129
l	i	1129
l	h	1129
s	f	1129
e		1129
s	f	1128
c		1128
l	h	1128
s	f	1128
s	f	1128
s	f	1128
y	v	1128
e	c	1128
s	f	1128
h	l	1128
h	l	1127
s	f	1127
s	f	1127
e	c	1127
h	b	1127
y	v	1127
w	v	1127
s	f	1126
s	f	1126
s	f	1126
s	f	1126
s	f	1126
s	f	1126
a	a	1126
l	l	1126
m	m	1126
i	i	1126
s	f	1126
s	f	1126
s	f	1126
s	f	1126
s	f	1126
s	l	1126
s	f	1126
v	i	1126
i	i	1126
s		1126
e		1126
b	h	1126
s	f	1125
s	f	1125
s	l	1125
s	f	1125
s	f	1125
s	f	1125
s	f	1125
t	t	1125
r	r	1125
u	u	1125
c	d	1125
w	w	1125
a	a	1125
t	t	1125
e	e	1125
r	r	1125
b	h	1125
s	f	1124
s	l	1124
e	c	1124
e	c	1124
s	f	1124
y	v	1124
s	f	1124
s	f	1124
s	f	1124
s	f	1124
l	u	1124
b	h	1124
